,title,release,artist_name,user,silhouette_score
384,Southern Nights,Classic Campbell,Glen Campbell,user1,0.44599382680030386
534,I Always Get What I Want,The Best Damn Thing/Under My Skin,Avril Lavigne,user2,0.4455372573031552
415,Break Stuff,I Am Angry,Limp Bizkit,user1,0.4455039410489683
21,Buddy Holly,Cool - Rock,Weezer,user1,0.44498959024999446
585,Thank You,No Angel,Dido,user2,0.4443708189008019
32,Click Click Boom,Back Into Your System,Saliva,user1,0.4432050007246205
74,Space Rock,Maladroit,Weezer,user1,0.44316907782239817
202,Mannish Boy,HOOCHIE COOCHIE MAN.,Muddy Waters,user1,0.4426200414810308
654,What Do You Want From Me,The Weekend: Friday,Forever The Sickest Kids,user2,0.44247662089056783
596,Stop & Erase,Kiss & Tell,Selena Gomez & The Scene,user2,0.4423837493487349
4,Electric Eye,Metal Works '73-'93,Judas Priest,user1,0.4418683209722816
210,Pass The Dutchie,"12"" 80s Pop",Musical Youth,user1,0.4400697158893098
704,Mr. Brightside,All These Things That I've Done,The Killers,user2,0.4396627885283367
395,Mr. Brightside,All These Things That I've Done,The Killers,user1,0.4396627885283367
527,Girlfriend,Control Room - Live EP,Avril Lavigne,user2,0.439392137558734
473,Fix You,Hurricane Relief: Come Together Now,Coldplay,user1,0.4387792415225089
301,Toothpaste Kisses,Angus_ Thongs and Perfect Snogging,The Maccabees,user1,0.4382847088082416
287,Cry For You,Can't Get Over,September,user1,0.43821453707275093
520,My Immortal,Fallen,Evanescence,user2,0.4378017605011233
472,A Whisper,A Rush Of Blood To The Head,Coldplay,user1,0.4360686648747286
479,Have You Ever Seen The Rain,Chronicle: 20 Greatest Hits,Creedence Clearwater Revival,user1,0.43578101925911045
734,2 Become 1,Spice,Spice Girls,user2,0.4357009886013974
458,Ballroom Blitz,Chronology - The Best Of Sweet,Sweet,user1,0.4356090592010379
729,Love Drunk,Love Drunk,Boys Like Girls,user2,0.43526570735615877
5,Dance Yrself Clean,This Is Happening,LCD Soundsystem,user1,0.43475539708387223
730,Ice Ice Baby,Ice Ice Baby,Vanilla Ice,user2,0.43404162841291366
453,Ice Ice Baby,Ice Ice Baby,Vanilla Ice,user1,0.43404162841291366
169,Sweet Home Alabama,Rock,Lynyrd Skynyrd,user1,0.4333683454661195
589,Sweet Home Alabama,Rock,Lynyrd Skynyrd,user2,0.4333683454661195
530,Together,Under My Skin,Avril Lavigne,user2,0.4322578912687004
108,Handlebars,Handlebars,Flobots,user1,0.43173087796348814
509,Lose Yourself,8 Mile,Eminem,user2,0.4309942337574054
681,Heigh-Ho,My First Disney Album,The Dwarf Chorus,user2,0.4308282014571072
170,I Gotta Feeling,Clubland 16,Black Eyed Peas,user1,0.4300619130354195
593,I Gotta Feeling,Clubland 16,Black Eyed Peas,user2,0.4300619130354195
609,Irreplaceable,Irreplaceable,Beyoncé,user2,0.42843671617322737
167,Metalingus,One Day Remains,Alter Bridge,user1,0.4273472896265919
198,Woman,Love Train,Wolfmother,user1,0.42676294660429
401,Sweet Emotion,Toys In The Attic,Aerosmith,user1,0.42360772415934433
199,Champion,Graduation,Kanye West,user1,0.42316373755381853
676,The Real Slim Shady,Curtain Call,Eminem,user2,0.42214385125022347
342,The Real Slim Shady,Curtain Call,Eminem,user1,0.42214385125022347
265,Another Chance,Complete Chillout,Roger Sanchez,user1,0.4215913960996188
107,The Middle,Bleed American,Jimmy Eat World,user1,0.4210231608205517
498,Weightless,MTV Unplugged,All Time Low,user1,0.42080702053145813
90,Night People,Dream Evil,Dio,user1,0.4202595324606236
445,Vamos a la Playa,70's - 80's - 90's Party Collection vol.1,Righeira,user1,0.420060927413949
101,Spaceman,Everybody's Talkin': The Very Best of Harry Nilsson,Harry Nilsson,user1,0.4196713072323801
190,The Permanent Rain,If You Could Only Keep Me Alive,The Dangerous Summer,user1,0.41818557977943843
293,Hate To Say I Told You So,Spider Man - Music From And Inspired By,The Hives,user1,0.41762996646972095
111,Gold Digger,The Mash Up,Kanye West,user1,0.4175084279842023
555,Gold Digger,The Mash Up,Kanye West,user2,0.4175084279842023
490,Iron Eagle (Never Say Die),Thrill Of A Lifetime,King Kobra,user1,0.4173663675239183
759,How You Remind Me,FETENHITS - New Party Rock (set),Nickelback,user2,0.41734030806155464
78,Good Morning,Graduation,Kanye West,user1,0.4171236730418732
102,Here Comes Santa Claus,Sound Of Christmas,Ramsey Lewis Trio,user1,0.41679865672613053
31,Santa Stole My Girlfriend,... And A Happy New Year,The Maine,user1,0.41633335245676867
700,Imma Be,THE E.N.D. (THE ENERGY NEVER DIES),Black Eyed Peas,user2,0.4134094213347375
391,Imma Be,THE E.N.D. (THE ENERGY NEVER DIES),Black Eyed Peas,user1,0.4134094213347375
368,Somebody To Love,My World 2.0,Justin Bieber,user1,0.41312907323778414
474,Hooked On A Feeling,Hooked On A Feeling,Blue Swede,user1,0.41267321299727255
421,This Is How We Do It,Massive R&B Classics,Montell Jordan,user1,0.41013928708289926
325,Armistice,Wolfgang Amadeus Phoenix,Phoenix,user1,0.40982384888603607
439,Born To Be Wild,Best Rock Anthems.....Ever!,Steppenwolf,user1,0.4081796890181259
355,You Can't Always Get What You Want,Live Licks,The Rolling Stones,user1,0.4063861322062863
584,Don't Cha,Buttons,The Pussycat Dolls,user2,0.4063589062373867
157,Don't Cha,Buttons,The Pussycat Dolls,user1,0.4063589062373867
263,All Over You,Throwing Copper,Live,user1,0.4060859496836524
147,Lasso,Wolfgang Amadeus Phoenix,Phoenix,user1,0.4050567187897372
245,You Found Me,NOW That's What I Call Music_ Vol. 31,The Fray,user1,0.40387544046196183
503,Year 3000,S.O.S,Jonas Brothers,user2,0.40344075718239414
244,Only You (And You Alone),20th Century Masters: The Millennium Collection: Best of Doo Wop,The Platters,user1,0.4031066837925998
525,A Pirate Says Arr,The Backyardigans,The Backyardigans,user2,0.40240571197528346
461,Radar Love,Best Rock Anthems.....Ever!,Golden Earring,user1,0.40129844328593073
442,O Tannenbaum,A Charlie Brown Christmas [Expanded],Vince Guaraldi Trio,user1,0.4012898276363076
81,My Sharona,Best Rock Anthems.....Ever!,The Knack,user1,0.4010864168368931
219,I Wonder,Graduation,Kanye West,user1,0.40019518158009554
538,She's A Lady,She's A Lady,Forever The Sickest Kids,user2,0.3986213164392504
79,Come On Eileen,Dad's Jukebox,Dexys Midnight Runners,user1,0.39785223500232597
119,Surrender,At Budokan,Cheap Trick,user1,0.3975447771217048
48,Inside Out,Eve 6,Eve 6,user1,0.39709384246041557
220,Chin Up,You Are My Sunshine,Copeland,user1,0.39652690704871846
61,All Right Now,All Right Now,Free,user1,0.3954784270109189
165,Bulls On Parade,Live at the Grand Olympic Auditorium,Rage Against The Machine,user1,0.3943601249716325
334,Vanilla Twilight,Ocean Eyes,Owl City,user1,0.3937511310334918
304,Just What I Needed,Just What I Needed / I'm In Touch With Your World [Digital 45],The Cars,user1,0.3932899707726352
569,Oops!...I Did It Again,The Singles Collection,Britney Spears,user2,0.39243785430932304
192,Shooting Stars,"Bang Gang 12""s Compilation Part One - A Selection",Bag Raiders,user1,0.39160052160895076
60,Cocaine,Just One Night,Eric Clapton,user1,0.38981286606373083
523,I've Got All This Ringing In My Ears And None On My Fingers,Infinity On High,Fall Out Boy,user2,0.38937786828629783
369,Forever,Back To School 2008,Chris Brown,user1,0.3861042610893813
657,Thriller,**** Live In Phoenix,Fall Out Boy,user2,0.3860340840353145
91,This Will Be Our Year,Live At The Bloomsbury Theatre_ London,The Zombies,user1,0.38553681526205114
112,Boom Boom Pow,Now 20,Black Eyed Peas,user1,0.3846859004837621
556,Boom Boom Pow,Now 20,Black Eyed Peas,user2,0.3846859004837621
406,Rockin' Around The Christmas Tree,Backline X-Mas Edition 2009,Brenda Lee,user1,0.3840439856052617
186,This Love,Call And Response: The Remix Album,Maroon 5,user1,0.38396491737066435
602,This Love,Call And Response: The Remix Album,Maroon 5,user2,0.38396491737066435
417,Wagon Wheel,O.C.M.S.,Old Crow Medicine Show,user1,0.38306242323513556
500,Pinball Wizard,Who's Last,The Who,user1,0.38268958929825403
194,Jenny Was A Friend Of Mine,Hot Fuss,The Killers,user1,0.3819807198847171
718,Hold On,Jonas Brothers,Jonas Brothers,user2,0.3817947166194601
483,Skin Of The Night,Saturdays = Youth,M83,user1,0.3808090594844833
237,You Appearing,Saturdays = Youth,M83,user1,0.3801935031503871
150,In My Place,A Rush Of Blood To The Head,Coldplay,user1,0.3800646182545865
532,Shut Up And Drive,Good Girl Gone Bad: The Remixes,Rihanna,user2,0.37938192898628403
266,When You Were Young,When You  Were Young,The Killers,user1,0.3791006367926694
396,Jump,Jump / House Of Pain [Digital 45],Van Halen,user1,0.37882393024150074
36,Anthem,N-Joi,N Joi,user1,0.3784182122995806
232,Break My Stride,I Don't Speak The Language,Matthew Wilder,user1,0.3770675982082512
330,Safe,Before The Dawn Heals Us,M83,user1,0.3770463118633977
238,Love Grows (Where My Rosemary Goes),Blue Eyed Soul Vol. 2,Edison Lighthouse,user1,0.3767779087190143
152,Conceited (There's Something About Remy),Conceited (There's Something About Remy),Remy Ma,user1,0.37451570761826325
273,In The Cold I'm Standing,Before The Dawn Heals Us,M83,user1,0.3743946663390599
393,Frosty The Snowman,Ella Wishes You A Swinging Christmas,Ella Fitzgerald,user1,0.37407856211252155
126,Don't Get Around Much Anymore,The Duke Elington Carnegie Hall Concerts_ January 1943,Duke Ellington,user1,0.373408511140546
586,P.Y.T. (Pretty Young Thing),Thriller 25 Deluxe Edition,Michael Jackson,user2,0.3730032001941971
314,Kickstart My Heart,Carnival Of Sins/Live,Mötley Crüe,user1,0.3718558581414002
49,Stranglehold,Live At Hammersmith '79,Ted Nugent,user1,0.3709755403373551
270,Too Late,Saturdays = Youth (iTunes),M83,user1,0.3707103582867678
223,Just Say Yes,Just Say Yes,Snow Patrol,user1,0.3705097077553503
163,Rockin' Robin,Got To Be There,Michael Jackson,user1,0.36585217581450946
159,Guerrilla Radio,Live at the Grand Olympic Auditorium,Rage Against The Machine,user1,0.3633374356331233
340,Bo Diddley,Cry Me A River,Bo Diddley,user1,0.3633095121664386
696,Into The Thick Of It!,The Backyardigans,The Backyardigans,user2,0.3588435221402286
456,Fortunate Son,Chronicle: 20 Greatest Hits,Creedence Clearwater Revival,user1,0.3584530310433735
440,Hurricane,Greatest Hits Vol. 3,Bob Dylan,user1,0.35428878093463173
686,Rude Boy,Rude Boy,Rihanna,user2,0.35258127650787224
706,Year 3000,Busted,Busted,user2,0.3511346048289292
618,Angels Among Us,Greatest Hits Vol. III,Alabama,user2,0.3507002478438352
413,What I Like About You,What I Like About You                   (And Other Romantic Hits),The Romantics,user1,0.3505397338082641
179,Sister (Part 2),Digital Shades,M83,user1,0.3489839513564547
343,Last Christmas,LAST CHRISTMAS,Wham!,user1,0.34851793348436505
272,I Guess I'm Floating,Before The Dawn Heals Us,M83,user1,0.34839132313742843
547,Make Me Wanna Die,Kick-Ass: Music From The Motion Picture,The Pretty Reckless,user2,0.345023314653128
164,Tom Sawyer,Gold,Rush,user1,0.34416558436706784
195,Paradise City,Greatest Hits,Guns N' Roses,user1,0.34415603569976494
362,Rock Lobster,B-52's,The B-52's,user1,0.3425622445032192
313,Exitlude,Sam's Town,The Killers,user1,0.3410480953223027
513,Weight Of The World,Sweet Sacrifice,Evanescence,user2,0.33820414536725973
760,We Love A Luau,The Backyardigans - Born To Play,The Backyardigans,user2,0.33723782616150827
35,Hey Baby,Dirty Dancing,Bruce Channel,user1,0.3333160062587907
608,I Feel Good,The Backyardigans: Born To Play,The Backyardigans,user2,0.3328143617943836
76,Better Together,Better Together,Jack Johnson,user1,0.3252938325921145
22,Animal,Animal,Miike Snow,user1,0.3249746321966703
216,The Whistle Song,Payback Time,DJ Aligator,user1,0.3202185427515347
212,I Want You Back,The Essential Michael Jackson,The Jackson 5,user1,0.31940020744174474
55,Tequila,25 Rock 'n' Roll Worldwide Number Ones,The Champs,user1,0.31379404661029603
93,Skating,A Charlie Brown Christmas,Vince Guaraldi Trio,user1,0.3107524609712294
75,Blue Yodel (T for Texas),Down and Dirty Country,Jimmie Rodgers,user1,0.30706904665943413
346,Sister (Part 1),Digital Shades,M83,user1,0.29996689052526215
371,Dancing in the Moonlight,Dancing in the Moonlight,King Harvest,user1,0.29307665457314214
592,Mr. Sandman,100 Hits - 50s,The Chordettes,user2,0.2908006008714164
96,Midnight Souls Still Remain,Saturdays = Youth (iTunes),M83,user1,0.2703858946877672
581,White Christmas,Mr White Christmas,Bing Crosby,user2,0.2681094860911702
449,Blue Monk,Melodious Thunk,Thelonious Monk,user1,0.24301087036072205
